skill,industry,geography,period,metric,value,unit,evidence_type,source,source_tier,source_title,source_url
Resilience,retail,United States,2026-09,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,Cash In on the AI Boom by Renting Out Your Spare Compute,https://spectrum.ieee.org/ai-inference-distributed-computing
Communication,technology,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,AI Companion Robots Are Closing the Human Connection in Modern Homes,https://spectrum.ieee.org/ollobot-ai-companion-robot
Communication,healthcare,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,AI Companion Robots Are Closing the Human Connection in Modern Homes,https://spectrum.ieee.org/ollobot-ai-companion-robot
Decision-Making,technology,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,Self-Driving Cars Could Someday Take Requests,https://spectrum.ieee.org/autonomous-vehicles-motion-planner-llm
Decision-Making,education,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,Self-Driving Cars Could Someday Take Requests,https://spectrum.ieee.org/autonomous-vehicles-motion-planner-llm
Problem Solving,technology,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Problem Solving,healthcare,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Problem Solving,education,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Problem Solving,consulting,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Problem Solving,government,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Communication,technology,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Communication,healthcare,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Communication,education,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Communication,consulting,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Communication,government,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Adaptability,technology,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Adaptability,healthcare,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Adaptability,education,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Adaptability,consulting,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Adaptability,government,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Leadership,technology,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Leadership,healthcare,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Leadership,education,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Leadership,consulting,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Leadership,government,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,What It Takes to Be an Adaptable Engineer,https://spectrum.ieee.org/adaptable-engineer-core-skills
Collaboration,technology,United States,2026-09,mention_frequency,1.0,mention,qualitative,MIT Technology Review AI,2,How we made the first comprehensive map of deaths along the US border’s “virtual wall”,https://www.technologyreview.com/2026/09/21/1144161/border-towers-surveillance-methodology/
Collaboration,government,United States,2026-09,mention_frequency,1.0,mention,qualitative,MIT Technology Review AI,2,How we made the first comprehensive map of deaths along the US border’s “virtual wall”,https://www.technologyreview.com/2026/09/21/1144161/border-towers-surveillance-methodology/
Communication,finance,United States,2026-09,mention_frequency,1.0,mention,qualitative,arXiv CS.AI,2,PAWS: Policy-driven Agentic World Simulation,https://arxiv.org/abs/2609.28547
Communication,government,United States,2026-09,mention_frequency,1.0,mention,qualitative,arXiv CS.AI,2,PAWS: Policy-driven Agentic World Simulation,https://arxiv.org/abs/2609.28547
Decision-Making,finance,United States,2026-09,mention_frequency,1.0,mention,qualitative,arXiv CS.AI,2,Agent Memory with Episodic Retrieval for Financial Decision-Making,https://arxiv.org/abs/2609.28771
Decision-Making,general,United States,2026-09,mention_frequency,1.0,mention,qualitative,arXiv CS.AI,2,PFArena: Benchmarking Language Models for Protein Modification,https://arxiv.org/abs/2609.28921
Adaptability,general,United States,2026-07,mention_frequency,1.0,mention,qualitative,Microsoft Work Lab,3,"Verifying Rust cryptography in SymCrypt, from standards to code",https://www.microsoft.com/en-us/research/blog/verifying-rust-cryptography-in-symcrypt-from-standards-to-code/
Learning Agility,general,Global,2024-12,tertiary_enrollment_rate,35.0803985595703,percent,observed,World Bank,1,World Bank Open Data — tertiary_enrollment_rate (SE.TER.ENRR),https://data.worldbank.org/indicator/SE.TER.ENRR
Learning Agility,general,Global,2024-12,labor_force_advanced_education,80.0841388060593,percent,observed,World Bank,1,World Bank Open Data — labor_force_advanced_education (SL.TLF.ADVN.ZS),https://data.worldbank.org/indicator/SL.TLF.ADVN.ZS
Analytical Thinking,general,Global,2023-12,research_output,30626.16,count,observed,World Bank,1,World Bank Open Data — research_output (IP.JRN.ARTC.SC),https://data.worldbank.org/indicator/IP.JRN.ARTC.SC
Digital Literacy,general,Global,2025-12,internet_users,30.4,percent,observed,World Bank,1,World Bank Open Data — internet_users (IT.NET.USER.ZS),https://data.worldbank.org/indicator/IT.NET.USER.ZS
Digital Literacy,general,Global,2025-12,mobile_subscriptions,93.1,per100,observed,World Bank,1,World Bank Open Data — mobile_subscriptions (IT.CEL.SETS.P2),https://data.worldbank.org/indicator/IT.CEL.SETS.P2
Communication,general,Global,2025-12,services_employment_share,34.6968384349829,percent,observed,World Bank,1,World Bank Open Data — services_employment_share (SL.SRV.EMPL.ZS),https://data.worldbank.org/indicator/SL.SRV.EMPL.ZS
Adaptability,general,Global,2024-12,high_tech_exports,5.80004415840251,percent,observed,World Bank,1,World Bank Open Data — high_tech_exports (TX.VAL.TECH.MF.ZS),https://data.worldbank.org/indicator/TX.VAL.TECH.MF.ZS
Resilience,general,Global,2025-12,unemployment_rate,7.53923324035891,percent,observed,World Bank,1,World Bank Open Data — unemployment_rate (SL.UEM.TOTL.ZS),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS
Adaptability,general,Global,2025-12,labor_force_participation,68.8697192431851,percent,observed,World Bank,1,World Bank Open Data — labor_force_participation (SL.TLF.CACT.ZS),https://data.worldbank.org/indicator/SL.TLF.CACT.ZS
Adaptability,general,United States,2026-08,employment_level,159075.0,thousands,observed,U.S. Bureau of Labor Statistics,1,BLS Employment Data (CES0000000001),https://data.bls.gov/timeseries/CES0000000001
Teamwork,general,United States,2026-07,mention_frequency,1.0,mention,qualitative,Bing,4,"Blind spots in human-AI teamwork pose serious risks, warns Talogy's Chief Scientist",https://finance.yahoo.com/technology/ai/articles/blind-spots-human-ai-teamwork-110400634.html
Teamwork,general,Global,2026-05,mention_frequency,1.0,mention,qualitative,Bing,4,Will AI destroy teamwork?,https://www.msn.com/en-us/lifestyle/career/will-ai-destroy-teamwork/ar-AA22BED9
AI Literacy,technology,United States,2026-02,mention_frequency,1.0,mention,qualitative,Bing,4,Labor Department Shows Employers How to Boost AI Literacy for Workers: Your Guide to New Training Framework,https://www.jdsupra.com/legalnews/labor-department-shows-employers-how-to-3845537/
AI Literacy,education,Global,2026-05,mention_frequency,1.0,mention,qualitative,Bing,4,From AI Policies To AI Literacy In Education,https://www.forbes.com/sites/heatherwishartsmith/2026/05/20/from-ai-policies-to-ai-literacy-in-education/
Responsible AI Use,technology,United States,2026-09,mention_frequency,1.0,mention,qualitative,Bing,4,"FG, Winbox seek responsible AI use",https://www.msn.com/en-xl/money/general/fg-winbox-seek-responsible-ai-use/ar-AA2ciOeA
