skill,industry,geography,period,metric,value,unit,evidence_type,source,source_tier,source_title,source_url
Negotiation,government,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,AI Safety Regulations in the U.S. Could Give Hackers an Edge,https://spectrum.ieee.org/hugging-face-openai-cyberattack
Resilience,technology,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,IEEE Course Teaches How to Use AI to Modernize Power Grids,https://spectrum.ieee.org/ieee-course-ai-power-grids
Resilience,education,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,IEEE Course Teaches How to Use AI to Modernize Power Grids,https://spectrum.ieee.org/ieee-course-ai-power-grids
Resilience,manufacturing,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,IEEE Course Teaches How to Use AI to Modernize Power Grids,https://spectrum.ieee.org/ieee-course-ai-power-grids
Resilience,government,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,IEEE Course Teaches How to Use AI to Modernize Power Grids,https://spectrum.ieee.org/ieee-course-ai-power-grids
Collaboration,technology,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,Should Researchers Write Papers for AI Instead of People?,https://spectrum.ieee.org/ai-scientist-research-paper-format
Collaboration,education,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,Should Researchers Write Papers for AI Instead of People?,https://spectrum.ieee.org/ai-scientist-research-paper-format
Decision-Making,technology,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,Should Researchers Write Papers for AI Instead of People?,https://spectrum.ieee.org/ai-scientist-research-paper-format
Decision-Making,education,United States,2026-08,mention_frequency,1.0,mention,qualitative,IEEE Spectrum AI,2,Should Researchers Write Papers for AI Instead of People?,https://spectrum.ieee.org/ai-scientist-research-paper-format
Decision-Making,finance,United States,2026-09,mention_frequency,1.0,mention,qualitative,arXiv CS.AI,2,Adaptive Entangled Game Modules in Artificial General Intelligence,https://arxiv.org/abs/2609.09226
Decision-Making,education,United States,2026-09,mention_frequency,1.0,mention,qualitative,arXiv CS.AI,2,Adaptive Entangled Game Modules in Artificial General Intelligence,https://arxiv.org/abs/2609.09226
Communication,general,United States,2026-09,mention_frequency,1.0,mention,qualitative,arXiv CS.AI,2,Subagents vs Agent Skills: Executing Reusable Knowledge for Long-Horizon Agentic Tasks,https://arxiv.org/abs/2609.09233
Presentation,education,United States,2026-09,mention_frequency,1.0,mention,qualitative,arXiv CS.AI,2,Valerant: An Automatic Navigable Game Map Generator via Action-Conditioned World Model Exploration,https://arxiv.org/abs/2609.09418
Decision-Making,education,United States,2026-09,mention_frequency,1.0,mention,qualitative,arXiv CS.AI,2,Valerant: An Automatic Navigable Game Map Generator via Action-Conditioned World Model Exploration,https://arxiv.org/abs/2609.09418
Presentation,education,Global,2026-09,mention_frequency,1.0,mention,qualitative,arXiv CS.AI,2,Do Agents Know When They Succeed? Calibrating Agent Confidence from Internal Representations,https://arxiv.org/abs/2609.09448
Collaboration,education,United States,2026-09,mention_frequency,1.0,mention,qualitative,arXiv CS.AI,2,Multi-Agent Agentic Graph Learning via Structural Signatures,https://arxiv.org/abs/2609.09565
Collaboration,government,United States,2026-09,mention_frequency,1.0,mention,qualitative,arXiv CS.AI,2,Multi-Agent Agentic Graph Learning via Structural Signatures,https://arxiv.org/abs/2609.09565
Presentation,education,United States,2026-09,mention_frequency,1.0,mention,qualitative,arXiv CS.AI,2,CityPlanner: A Sandbox Agent for Executable Urban Planning,https://arxiv.org/abs/2609.09578
Communication,technology,United States,2026-09,mention_frequency,1.0,mention,qualitative,arXiv CS.AI,2,From State Synchronization to Cognitive Self-Evolution: An Operational Architecture for Cognitive Digital Twins,https://arxiv.org/abs/2609.09625
Communication,education,United States,2026-09,mention_frequency,1.0,mention,qualitative,arXiv CS.AI,2,From State Synchronization to Cognitive Self-Evolution: An Operational Architecture for Cognitive Digital Twins,https://arxiv.org/abs/2609.09625
Presentation,technology,United States,2026-09,mention_frequency,1.0,mention,qualitative,arXiv CS.AI,2,From State Synchronization to Cognitive Self-Evolution: An Operational Architecture for Cognitive Digital Twins,https://arxiv.org/abs/2609.09625
Presentation,education,United States,2026-09,mention_frequency,1.0,mention,qualitative,arXiv CS.AI,2,From State Synchronization to Cognitive Self-Evolution: An Operational Architecture for Cognitive Digital Twins,https://arxiv.org/abs/2609.09625
Adaptability,general,United States,2026-07,mention_frequency,1.0,mention,qualitative,Microsoft Work Lab,3,"Verifying Rust cryptography in SymCrypt, from standards to code",https://www.microsoft.com/en-us/research/blog/verifying-rust-cryptography-in-symcrypt-from-standards-to-code/
Learning Agility,general,Global,2024-12,tertiary_enrollment_rate,35.0803985595703,percent,observed,World Bank,1,World Bank Open Data — tertiary_enrollment_rate (SE.TER.ENRR),https://data.worldbank.org/indicator/SE.TER.ENRR
Learning Agility,general,Global,2024-12,labor_force_advanced_education,80.0841388060593,percent,observed,World Bank,1,World Bank Open Data — labor_force_advanced_education (SL.TLF.ADVN.ZS),https://data.worldbank.org/indicator/SL.TLF.ADVN.ZS
Analytical Thinking,general,Global,2023-12,research_output,30626.16,count,observed,World Bank,1,World Bank Open Data — research_output (IP.JRN.ARTC.SC),https://data.worldbank.org/indicator/IP.JRN.ARTC.SC
Digital Literacy,general,Global,2025-12,internet_users,30.4,percent,observed,World Bank,1,World Bank Open Data — internet_users (IT.NET.USER.ZS),https://data.worldbank.org/indicator/IT.NET.USER.ZS
Digital Literacy,general,Global,2025-12,mobile_subscriptions,93.1,per100,observed,World Bank,1,World Bank Open Data — mobile_subscriptions (IT.CEL.SETS.P2),https://data.worldbank.org/indicator/IT.CEL.SETS.P2
Communication,general,Global,2025-12,services_employment_share,34.6968384349829,percent,observed,World Bank,1,World Bank Open Data — services_employment_share (SL.SRV.EMPL.ZS),https://data.worldbank.org/indicator/SL.SRV.EMPL.ZS
Adaptability,general,Global,2024-12,high_tech_exports,5.80004415840251,percent,observed,World Bank,1,World Bank Open Data — high_tech_exports (TX.VAL.TECH.MF.ZS),https://data.worldbank.org/indicator/TX.VAL.TECH.MF.ZS
Resilience,general,Global,2025-12,unemployment_rate,7.53923324035891,percent,observed,World Bank,1,World Bank Open Data — unemployment_rate (SL.UEM.TOTL.ZS),https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS
Adaptability,general,Global,2025-12,labor_force_participation,68.8697192431851,percent,observed,World Bank,1,World Bank Open Data — labor_force_participation (SL.TLF.CACT.ZS),https://data.worldbank.org/indicator/SL.TLF.CACT.ZS
Adaptability,general,United States,2026-08,employment_level,159075.0,thousands,observed,U.S. Bureau of Labor Statistics,1,BLS Employment Data (CES0000000001),https://data.bls.gov/timeseries/CES0000000001
Leadership,general,United States,2026-06,mention_frequency,1.0,mention,qualitative,Bing,4,AI is rapidly reshaping the skills employers want most from workers,https://www.msn.com/en-gb/money/technology/ai-is-rapidly-reshaping-the-skills-employers-want-most-from-workers/ar-AA25HDXy
Leadership,technology,United States,2026-09,mention_frequency,1.0,mention,qualitative,Bing,4,Workers making increasing use of skills training to boost career paths,https://www.irishexaminer.com/business/economy/arid-41909338.html
Teamwork,general,United States,2026-07,mention_frequency,1.0,mention,qualitative,Bing,4,"Blind spots in human-AI teamwork pose serious risks, warns Talogy's Chief Scientist",https://finance.yahoo.com/technology/ai/articles/blind-spots-human-ai-teamwork-110400744.html
Adaptability,general,United States,2026-09,mention_frequency,1.0,mention,qualitative,Bing,4,"EY offers bonuses of up to $25,000 for skills AI can't replace",https://www.peoplematters.in/news/ai-and-emerging-tech/ey-offers-bonuses-of-up-to-dollar25000-for-skills-ai-cant-replace-51828
Leadership,general,United States,2026-09,mention_frequency,1.0,mention,qualitative,Bing,4,"EY offers bonuses of up to $25,000 for skills AI can't replace",https://www.peoplematters.in/news/ai-and-emerging-tech/ey-offers-bonuses-of-up-to-dollar25000-for-skills-ai-cant-replace-51828
Collaboration,general,United States,2026-09,mention_frequency,1.0,mention,qualitative,Bing,4,"EY offers bonuses of up to $25,000 for skills AI can't replace",https://www.peoplematters.in/news/ai-and-emerging-tech/ey-offers-bonuses-of-up-to-dollar25000-for-skills-ai-cant-replace-51828
Teamwork,general,Global,2026-05,mention_frequency,1.0,mention,qualitative,Bing,4,Will AI destroy teamwork?,https://www.msn.com/en-us/lifestyle/career/will-ai-destroy-teamwork/ar-AA22BED9
AI Literacy,education,United States,2026-09,mention_frequency,1.0,mention,qualitative,Bing,4,Missouri education agencies partner with Google to provide free AI training,https://www.dailyjournalonline.com/news/mdhewd-launches-nations-first-usdol-aligned-ai-literacy-course-collection-in-partnership-with-coursera-55d9ae47
AI Literacy,general,United States,2026-02,mention_frequency,1.0,mention,qualitative,Bing,4,The DOL Just Defined AI Literacy For The Workforce. What’s Next?,https://www.forbes.com/sites/avivalegatt/2026/02/26/the-dol-just-defined-ai-literacy-for-the-workforce-whats-next/
AI Literacy,education,Global,2026-09,mention_frequency,1.0,mention,qualitative,Bing,4,Ottawa puts $13 million into AI literacy,https://www.digitaljournal.com/article/ottawa-puts-13-million-into-ai-literacy/
